,X,Y
0,3.6872857108024943,96.34707315095463
1,4.417375195094796,95.82024088681936
2,2.5281082696473183,97.16215863981807
3,1.5085213250891047,98.33936223606622
4,3.186625719560586,96.93841168833994
5,2.205356282112043,98.3239532017498
6,2.075579802433519,97.92315826161737
7,4.408177074365286,95.41955898779112
8,3.618716810087124,96.3227168800991
9,2.271922135723667,98.19214824307848
10,2.9812884646583426,96.76210660100908
11,2.914323011879091,96.96558402927856
12,3.1650956178337912,96.58200007087227
13,2.5940603866420937,97.32421299944701
14,1.0999374723629534,98.98554076857215
15,2.023649824994407,98.38990145561404
16,2.4680034147452075,96.68216647135723
17,3.0281117662662242,97.19408380003858
18,1.91770563781985,97.72565840922009
19,3.186284937894081,97.05094306415805
20,2.6187285388159216,97.87712545690457
21,2.240524898110173,98.15771310668976
22,1.729723876035574,98.333459636028
23,3.446491416391448,96.88730815719218
24,3.4242433858229795,96.19840303962074
25,3.800220881788981,96.17264708389179
26,3.549288225630268,97.05850021304212
27,3.6241344547945085,96.06016333329495
28,3.382078619660132,96.69682904635563
29,1.2415903213995414,98.61073952968934
30,2.720881120553647,97.20107549136132
31,1.5676175382431017,98.5948109398155
32,4.369212075493033,95.5229803624216
33,2.9859862752935826,97.01265006609117
34,4.269755845485191,95.52841084666983
35,1.9696777082160142,97.30031096171561
36,2.908130784107316,97.16910686718418
37,3.2633742497088933,96.9124137649516
38,2.669097854396486,97.88377153128513
39,3.1877893997499207,96.75946441499526
40,4.482163456708382,94.95995313072787
41,1.968086577000698,97.73031014537
42,0.3620775127116215,99.85407942542408
43,4.6006241393333225,95.36556405641345
44,2.208337763361439,97.90337859030207
45,4.122499696222587,95.73626824838233
46,3.6519133002708246,97.09601026536164
47,2.7833132019672786,97.90788200254532
48,3.3803447896443553,96.24701696017434
49,1.8594657356365076,98.50414666160783
